cycle,range_bin,doppler_bin,output_hex
4236695000,30,5,ffca003f
4236705000,30,6,feeaff8e
4236715000,30,7,0230ff90
4236725000,30,8,fd7bff09
4236735000,30,9,0351015d
4236745000,30,10,fd4f004e
4236755000,30,11,00e2ff32
4236765000,30,12,002a00c9
4236775000,30,13,ffe4ff2f
4236785000,30,14,ffc40026
4236795000,30,15,00340066
4238675000,30,16,fffaffe6
4238685000,30,17,003bff85
4238695000,30,18,ffdc00e6
4238705000,30,19,fefeff3c
4238715000,30,20,01f1ff35
4238725000,30,21,ff1f01d7
4238735000,30,22,ffaefdb9
4238745000,30,23,ffe20195
4238755000,30,24,0158ff82
4238765000,30,25,feb70055
4238775000,30,26,0084ff0e
4238785000,30,27,fff4006a
4238795000,30,28,004dff93
4238805000,30,29,ffd70033
4238815000,30,30,0092005b
4238825000,30,31,ffa4ffd9
4240705000,31,0,ffc8ffd6
4240715000,31,1,005dffbe
4240725000,31,2,ff8b0046
4240735000,31,3,00a0009b
4240745000,31,4,fe71ff11
4240755000,31,5,0245005a
4240765000,31,6,fe55000d
4240775000,31,7,010c00cb
4240785000,31,8,ff9eff54
4240795000,31,9,0087ffec
4240805000,31,10,fe07009a
4240815000,31,11,01a0ff33
4240825000,31,12,0015ffe5
4240835000,31,13,ff630028
4240845000,31,14,006dff8b
4240855000,31,15,ffe800a3
4242735000,31,16,002fffdd
4242745000,31,17,00110035
4242755000,31,18,ff49ffee
4242765000,31,19,01afff0e
4242775000,31,20,fe2900ca
4242785000,31,21,011bffff
4242795000,31,22,00b7ffad
4242805000,31,23,fe6a001b
4242815000,31,24,0135ffad
4242825000,31,25,ff9b0041
4242835000,31,26,00d70072
4242845000,31,27,ff41ffba
4242855000,31,28,ff830170
4242865000,31,29,003dfe4f
4242875000,31,30,009100b7
4242885000,31,31,ffaaffd1
4244765000,32,0,ffc7ffd0
4244775000,32,1,0051fffc
4244785000,32,2,ffba004a
4244795000,32,3,0006002c
4244805000,32,4,ffbbfebc
4244815000,32,5,00a8019b
4244825000,32,6,fe93ff0f
4244835000,32,7,02d20059
4244845000,32,8,fca7ff8a
4244855000,32,9,01b1007a
4244865000,32,10,ffe4001c
4244875000,32,11,ff74feb6
4244885000,32,12,012700ee
4244895000,32,13,ffb20067
4244905000,32,14,ff07ff9f
4244915000,32,15,00d00035
4246795000,32,16,ffe00020
4246805000,32,17,ffe1ff8a
4246815000,32,18,0036010a
4246825000,32,19,ff74fe04
4246835000,32,20,01280175
4246845000,32,21,ff69ffce
4246855000,32,22,ffdbfffa
4246865000,32,23,ff6b00d1
4246875000,32,24,00e8fed4
4246885000,32,25,ffabff8a
4246895000,32,26,004a01b2
4246905000,32,27,fed2ffc8
4246915000,32,28,00b0ff9b
4246925000,32,29,ffcbff46
4246935000,32,30,006d011e
4246945000,32,31,ffd7ff83
4248825000,33,0,ffe4ffe3
4248835000,33,1,ffbeff69
4248845000,33,2,00340095
4248855000,33,3,010b0037
4248865000,33,4,fe2a0045
4248875000,33,5,006ffe93
4248885000,33,6,0082020c
4248895000,33,7,ff8afd86
4248905000,33,8,008e0075
4248915000,33,9,ffdc01c9
4248925000,33,10,000aff13
4248935000,33,11,ff23ffa5
4248945000,33,12,017c004b
4248955000,33,13,ff1f0037
4248965000,33,14,ff98ff74
4248975000,33,15,00b00092
4250855000,33,16,fffe0011
4250865000,33,17,0088000f
4250875000,33,18,fee20047
4250885000,33,19,0085ff1a
4250895000,33,20,ff960149
4250905000,33,21,00830016
4250915000,33,22,fe7dfe8b
4250925000,33,23,011a00e4
4250935000,33,24,ffe2ff31
4250945000,33,25,ffa2ffd5
4250955000,33,26,00ea00c1
4250965000,33,27,ff6f009e
4250975000,33,28,ff72ff55
4250985000,33,29,fff3ffce
4250995000,33,30,00af004d
4251005000,33,31,ff92ff9c
4252885000,34,0,ff8c0001
4252895000,34,1,004aff80
4252905000,34,2,00610105
4252915000,34,3,ff02fe9d
4252925000,34,4,01530181
4252935000,34,5,ff03ff71
4252945000,34,6,ff620008
4252955000,34,7,0264ff53
4252965000,34,8,fd2cffed
4252975000,34,9,01b800be
4252985000,34,10,ffc9ff67
4252995000,34,11,ff2effc7
4253005000,34,12,015900c1
4253015000,34,13,fee3fff9
4253025000,34,14,ffb0ffb4
4253035000,34,15,00e40049
4254915000,34,16,003fffed
4254925000,34,17,fffdffd0
4254935000,34,18,ffde00a2
4254945000,34,19,ffcaff6d
4254955000,34,20,ff5c0070
4254965000,34,21,002fffd5
4254975000,34,22,004bff2f
4254985000,34,23,ff5e00c3
4254995000,34,24,00abfef9
4255005000,34,25,ff1f00f0
4255015000,34,26,010aff1a
4255025000,34,27,ff160125
4255035000,34,28,ff86ff96
4255045000,34,29,0081ff23
4255055000,34,30,007100c1
4255065000,34,31,ff56ffbb
4256945000,35,0,ffa4ffe0
4256955000,35,1,ffcaffc3
4256965000,35,2,00c20005
4256975000,35,3,fef100eb
4256985000,35,4,0032ff27
4256995000,35,5,0043001e
4257005000,35,6,000d0032
4257015000,35,7,0031000c
4257025000,35,8,0056ff6c
4257035000,35,9,ffc60187
4257045000,35,10,ff0cff9b
4257055000,35,11,008dfe67
4257065000,35,12,010001a5
4257075000,35,13,fefdfe94
4257085000,35,14,ffd90066
4257095000,35,15,00a10056
4258975000,35,16,0030001c
4258985000,35,17,00090026
4258995000,35,18,ffaaff9e
4259005000,35,19,0101fff8
4259015000,35,20,ff10fff8
4259025000,35,21,013700a6
4259035000,35,22,fe73ffa5
4259045000,35,23,00d3fff5
4259055000,35,24,0024005e
4259065000,35,25,ff89ff1a
4259075000,35,26,009c00de
4259085000,35,27,fff5fffa
4259095000,35,28,ff0000e6
4259105000,35,29,0007fe7a
4259115000,35,30,0103011f
4259125000,35,31,ff77ff61
4261005000,36,0,ffa6ffb5
4261015000,36,1,001a0006
4261025000,36,2,ffcf0064
4261035000,36,3,000afec8
4261045000,36,4,006d00bf
4261055000,36,5,ff5100c2
4261065000,36,6,0135ff8d
4261075000,36,7,ff5b00a1
4261085000,36,8,ff64fe69
4261095000,36,9,01140118
4261105000,36,10,ff31ff6e
4261115000,36,11,0090ffdc
4261125000,36,12,ff89017f
4261135000,36,13,ffb5fec0
4261145000,36,14,0053ff65
4261155000,36,15,004f00fb
4263035000,36,16,00350009
4263045000,36,17,ff54000f
4263055000,36,18,00d40032
4263065000,36,19,ff92ffe8
4263075000,36,20,ff41ff63
4263085000,36,21,00e3ffad
4263095000,36,22,00c40119
4263105000,36,23,fe70ff87
4263115000,36,24,0175ff93
4263125000,36,25,ff0c0047
4263135000,36,26,0082ff7c
4263145000,36,27,ffae00bc
4263155000,36,28,ffd1ff31
4263165000,36,29,00e90005
4263175000,36,30,ff820081
4263185000,36,31,001cff95
4265065000,37,0,ffc20013
4265075000,37,1,ffc0ff84
4265085000,37,2,009d003d
4265095000,37,3,fffe0026
4265105000,37,4,ffa500a9
4265115000,37,5,ff6ffef5
4265125000,37,6,015bff4c
4265135000,37,7,ffac0187
4265145000,37,8,ff12fe9b
4265155000,37,9,019a01b6
4265165000,37,10,fe17ffb7
4265175000,37,11,00f8ff96
4265185000,37,12,002f004d
4265195000,37,13,ff8bff05
4265205000,37,14,fff1005c
4265215000,37,15,00620049
4267095000,37,16,0058ffd3
4267105000,37,17,ffbe004d
4267115000,37,18,000eff69
4267125000,37,19,00a300c8
4267135000,37,20,fe6cff4e
4267145000,37,21,01e2005f
4267155000,37,22,fea6ffb8
4267165000,37,23,00a90076
4267175000,37,24,0080fec9
4267185000,37,25,ff9e0245
4267195000,37,26,ffc6fe73
4267205000,37,27,0073007a
4267215000,37,28,ff24ffda
4267225000,37,29,006a003b
4267235000,37,30,00960030
4267245000,37,31,ff51ffb4
4269125000,38,0,ffc3fff7
4269135000,38,1,ff640004
4269145000,38,2,011bffd4
4269155000,38,3,ff90ffe5
4269165000,38,4,00130041
4269175000,38,5,ffa400ab
4269185000,38,6,0012fec6
4269195000,38,7,01c200e9
4269205000,38,8,fd7d002f
4269215000,38,9,01d2ff4e
4269225000,38,10,fe63001a
4269235000,38,11,00dcfff1
4269245000,38,12,ffc100c5
4269255000,38,13,ff9efeaf
4269265000,38,14,00740088
4269275000,38,15,0042002d
4271155000,38,16,002bfffe
4271165000,38,17,0018ff67
4271175000,38,18,ffd900e5
4271185000,38,19,ff57ffb1
4271195000,38,20,00fcfecc
4271205000,38,21,ff5c023b
4271215000,38,22,0156fdbb
4271225000,38,23,feea0239
4271235000,38,24,fff5feb2
4271245000,38,25,ffbaff43
4271255000,38,26,018f00c9
4271265000,38,27,fee90001
4271275000,38,28,003cff5c
4271285000,38,29,00de004b
4271295000,38,30,ffd20047
4271305000,38,31,ff92ffdd
4273185000,39,0,ffbfffd9
4273195000,39,1,ffd5ffd5
4273205000,39,2,002cfff7
4273215000,39,3,00500021
4273225000,39,4,ffbf0073
4273235000,39,5,ff74ff79
4273245000,39,6,01230011
4273255000,39,7,ff40ff9f
4273265000,39,8,01490123
4273275000,39,9,fed900a9
4273285000,39,10,ff94feef
4273295000,39,11,006eff5d
4273305000,39,12,004500cd
4273315000,39,13,ff9eff81
4273325000,39,14,0009ff35
4273335000,39,15,004a0103
4275215000,39,16,002fffe7
4275225000,39,17,002a000e
4275235000,39,18,ffb7fff2
4275245000,39,19,009f004f
4275255000,39,20,ff09ff25
4275265000,39,21,009d00e1
4275275000,39,22,0099fe95
4275285000,39,23,ff9a0075
4275295000,39,24,00390079
4275305000,39,25,003aff72
4275315000,39,26,006f016c
4275325000,39,27,ff39ff3f
4275335000,39,28,ffdbffb3
4275345000,39,29,011b0037
4275355000,39,30,ff7d00ad
4275365000,39,31,ffdaff5d
4277245000,40,0,ffe7ffdd
4277255000,40,1,000b0013
4277265000,40,2,ffdcfffe
4277275000,40,3,0027feeb
4277285000,40,4,009d01dc
4277295000,40,5,fecafec9
4277305000,40,6,02340023
4277315000,40,7,fd99005d
4277325000,40,8,00a9ff9b
4277335000,40,9,ff7100af
4277345000,40,10,011cff64
4277355000,40,11,ff83ffd3
4277365000,40,12,ff7b012c
4277375000,40,13,005efed9
4277385000,40,14,0024000b
4277395000,40,15,00210071
4279275000,40,16,0016fffe
4279285000,40,17,ffa20037
4279295000,40,18,0093ffdb
4279305000,40,19,ff73ff53
4279315000,40,20,003b010a
4279325000,40,21,ff51fe71
4279335000,40,22,0169010d
4279345000,40,23,ff14ff62
4279355000,40,24,01460094
4279365000,40,25,ff44ff6d
4279375000,40,26,ffdb005f
4279385000,40,27,ff6900ff
4279395000,40,28,0125fe94
4279405000,40,29,ffc9012b
4279415000,40,30,ffa50011
4279425000,40,31,0018ffa4
4281305000,41,0,ffeeffeb
4281315000,41,1,ffc6ffb4
4281325000,41,2,008d0012
4281335000,41,3,002400f8
4281345000,41,4,fea1feec
4281355000,41,5,01b10094
4281365000,41,6,ff70006d
4281375000,41,7,fda6fe8f
4281385000,41,8,02d60105
4281395000,41,9,fee0ffaa
4281405000,41,10,00f90078
4281415000,41,11,ff22ff64
4281425000,41,12,009f00bc
4281435000,41,13,ffadff8e
4281445000,41,14,0006ff89
4281455000,41,15,0010007d
4283335000,41,16,fff9fff8
4283345000,41,17,0090ffd5
4283355000,41,18,ffff0099
4283365000,41,19,ff54ff59
4283375000,41,20,ff520065
4283385000,41,21,0245ff6d
4283395000,41,22,ff0cffee
4283405000,41,23,ff43007d
4283415000,41,24,01d1ff6c
4283425000,41,25,fea40013
4283435000,41,26,011dff63
4283445000,41,27,ff2a0183
4283455000,41,28,0074febf
4283465000,41,29,0047007b
4283475000,41,30,00380096
4283485000,41,31,ff9fff9f
4285365000,42,0,ffc3ffe7
4285375000,42,1,00520060
4285385000,42,2,ffc7ff69
4285395000,42,3,0084ffb7
4285405000,42,4,ff660134
4285415000,42,5,00e8ff2f
4285425000,42,6,fe7000da
4285435000,42,7,00bdff44
4285445000,42,8,ff8bffc9
4285455000,42,9,013a0036
4285465000,42,10,fecf0025
4285475000,42,11,00ce00dd
4285485000,42,12,fe98fe3c
4285495000,42,13,01e400d3
4285505000,42,14,fef60018
4285515000,42,15,0051fff0
4287395000,42,16,fff9ffe4
4287405000,42,17,000effd1
4287415000,42,18,fff20000
4287425000,42,19,ffb1008f
4287435000,42,20,0072fea5
4287445000,42,21,ff5900b4
4287455000,42,22,01c1ffd0
4287465000,42,23,fe180108
4287475000,42,24,0149ff0e
4287485000,42,25,feda001f
4287495000,42,26,0064ff30
4287505000,42,27,00770049
4287515000,42,28,0044fff5
4287525000,42,29,ff870100
4287535000,42,30,0091ff2c
4287545000,42,31,ffb80064
4289425000,43,0,ffd2fffc
4289435000,43,1,0066000d
4289445000,43,2,000bffee
4289455000,43,3,ff10ffca
4289465000,43,4,0178ffce
4289475000,43,5,fe8800f1
4289485000,43,6,00b3ffae
4289495000,43,7,febeff30
4289505000,43,8,01b200da
4289515000,43,9,ff3a00a9
4289525000,43,10,ff4ffe98
4289535000,43,11,00aa00ee
4289545000,43,12,0040ff4c
4289555000,43,13,00380049
4289565000,43,14,ffc70054
4289575000,43,15,0018ffb0
4291455000,43,16,fff7000b
4291465000,43,17,fff6002f
4291475000,43,18,ffd1ff84
4291485000,43,19,007e009f
4291495000,43,20,fe59ffb7
4291505000,43,21,023efff0
4291515000,43,22,fef0ff96
4291525000,43,23,ff7b0044
4291535000,43,24,01810035
4291545000,43,25,fef60035
4291555000,43,26,fff7003c
4291565000,43,27,004aff5d
4291575000,43,28,00bf00a5
4291585000,43,29,ff8effe0
4291595000,43,30,ffd800a6
4291605000,43,31,0015ff74
4293485000,44,0,000dffe8
4293495000,44,1,ffad005c
4293505000,44,2,0065ffbc
4293515000,44,3,ff18ff64
4293525000,44,4,0141005b
4293535000,44,5,ff9c0107
4293545000,44,6,feaeff2a
4293555000,44,7,00e5003d
4293565000,44,8,01b1ffe0
4293575000,44,9,fcb1ff1a
4293585000,44,10,03030060
4293595000,44,11,ff1a00ca
4293605000,44,12,ffa9ffb9
4293615000,44,13,004affff
4293625000,44,14,ff8a002e
4293635000,44,15,005dffc9
4295515000,44,16,002efff5
4295525000,44,17,ffc1fff0
4295535000,44,18,00a40071
4295545000,44,19,ff3dfff2
4295555000,44,20,005dff2b
4295565000,44,21,ffa10070
4295575000,44,22,ffd30073
4295585000,44,23,0110ff16
4295595000,44,24,ff9a0087
4295605000,44,25,005d0016
4295615000,44,26,fe14009d
4295625000,44,27,01d5fdfa
4295635000,44,28,00870205
4295645000,44,29,fef5ffe6
4295655000,44,30,00990033
4295665000,44,31,ff9affc2
4297545000,45,0,000efffc
4297555000,45,1,0012fff5
4297565000,45,2,ff4a0017
4297575000,45,3,009affeb
4297585000,45,4,0082ffdd
4297595000,45,5,fe95fff4
4297605000,45,6,00810051
4297615000,45,7,0005feef
4297625000,45,8,003802b0
4297635000,45,9,fe94fd01
4297645000,45,10,02880103
4297655000,45,11,feec0091
4297665000,45,12,003cffe7
4297675000,45,13,0001000a
4297685000,45,14,ff81ffbd
4297695000,45,15,00610009
4299575000,45,16,001d0007
4299585000,45,17,004efffb
4299595000,45,18,ffe30078
4299605000,45,19,ff13fff8
4299615000,45,20,006cff36
4299625000,45,21,00f000e9
4299635000,45,22,feacff24
4299645000,45,23,01cb0194
4299655000,45,24,fe37fea1
4299665000,45,25,026cffeb
4299675000,45,26,fe8b01e8
4299685000,45,27,ffdbfe5e
4299695000,45,28,00b40062
4299705000,45,29,ff1600a1
4299715000,45,30,01120004
4299725000,45,31,ff17ff9e
4301605000,46,0,00120006
4301615000,46,1,ffa3ffbb
4301625000,46,2,002000b4
4301635000,46,3,002dfe92
4301645000,46,4,018f013c
4301655000,46,5,fd04000a
4301665000,46,6,011cff3c
4301675000,46,7,00a10009
4301685000,46,8,fe5a0046
4301695000,46,9,017fff83
4301705000,46,10,ffc8008a
4301715000,46,11,ffa7ff98
4301725000,46,12,01450118
4301735000,46,13,fecaff8c
4301745000,46,14,ffe4ffc6
4301755000,46,15,00730019
4303635000,46,16,00340030
4303645000,46,17,ffdaff80
4303655000,46,18,00480076
4303665000,46,19,feb9ffe7
4303675000,46,20,010aff65
4303685000,46,21,0067004f
4303695000,46,22,ff58ffef
4303705000,46,23,ff8f00c7
4303715000,46,24,00dafe5c
4303725000,46,25,003000c2
4303735000,46,26,ff920058
4303745000,46,27,ffdbffa1
4303755000,46,28,0170005b
4303765000,46,29,fe6f000f
4303775000,46,30,00fe005f
4303785000,46,31,ff65ffa9
4305665000,47,0,ffa9ffd5
4305675000,47,1,000bffde
4305685000,47,2,0073002c
4305695000,47,3,ff710095
4305705000,47,4,ff6bffb5
4305715000,47,5,00bcfef7
4305725000,47,6,ff6f008a
4305735000,47,7,00ddfff9
4305745000,47,8,000dfff5
4305755000,47,9,ff5700b6
4305765000,47,10,0019ffbe
4305775000,47,11,0071ff4d
4305785000,47,12,00a70099
4305795000,47,13,ff4a0025
4305805000,47,14,ff15ff64
4305815000,47,15,01010085
4307695000,47,16,00130023
4307705000,47,17,fff0ffb8
4307715000,47,18,00a9fffc
4307725000,47,19,ff2d003c
4307735000,47,20,013bffc5
4307745000,47,21,fefa003d
4307755000,47,22,001b0019
4307765000,47,23,feefffdd
4307775000,47,24,019dff49
4307785000,47,25,003000de
4307795000,47,26,fe7b002e
4307805000,47,27,00f5ff7a
4307815000,47,28,0029005b
4307825000,47,29,fee6004d
4307835000,47,30,01250041
4307845000,47,31,ff67ff7d
4309725000,48,0,ffc9ffd4
4309735000,48,1,0045003a
4309745000,48,2,0010ffe5
4309755000,48,3,ff7dffbb
4309765000,48,4,01350068
4309775000,48,5,fe42ff60
4309785000,48,6,00e500f9
4309795000,48,7,fff6ffe9
4309805000,48,8,ff9dfe08
4309815000,48,9,009501c8
4309825000,48,10,ffbcff21
4309835000,48,11,008f00cf
4309845000,48,12,0059ffe0
4309855000,48,13,fe400046
4309865000,48,14,013bff0d
4309875000,48,15,ffc200b5
4311755000,48,16,0029fffa
4311765000,48,17,ff700034
4311775000,48,18,008fffd2
4311785000,48,19,ff920013
4311795000,48,20,ffc40034
4311805000,48,21,0091fe60
4311815000,48,22,00cf01c6
4311825000,48,23,fd350072
4311835000,48,24,0179fd34
4311845000,48,25,0098013c
4311855000,48,26,ffa1005c
4311865000,48,27,001600e1
4311875000,48,28,ffbefeb6
4311885000,48,29,fff30050
4311895000,48,30,ff95003c
4311905000,48,31,006fff72
4313785000,49,0,ffbcfff1
4313795000,49,1,004cffcc
4313805000,49,2,ff7ffff1
4313815000,49,3,00f800b7
4313825000,49,4,fe9dff97
4313835000,49,5,0137ff93
4313845000,49,6,ffe3019e
4313855000,49,7,fd48fee4
4313865000,49,8,0356ff5f
4313875000,49,9,fe7e003a
4313885000,49,10,003d0107
4313895000,49,11,008eff65
4313905000,49,12,00c90041
4313915000,49,13,fe47ff63
4313925000,49,14,00c90002
4313935000,49,15,000a0044
4315815000,49,16,fff4000b
4315825000,49,17,003affb8
4315835000,49,18,ffc30038
4315845000,49,19,00db001e
4315855000,49,20,fdc60039
4315865000,49,21,023cfe63
4315875000,49,22,00a3005d
4315885000,49,23,fd6c0243
4315895000,49,24,0316fd6f
4315905000,49,25,fe4c0188
4315915000,49,26,00d1fffe
4315925000,49,27,ff63ff98
4315935000,49,28,ffecfff5
4315945000,49,29,0026001d
4315955000,49,30,00950045
4315965000,49,31,ffc6ffd7
4317845000,50,0,ffcd0015
4317855000,50,1,ffc2ffe3
4317865000,50,2,00c3ffcc
4317875000,50,3,ff4f0016
4317885000,50,4,01060041
4317895000,50,5,fef0004b
4317905000,50,6,002eff97
4317915000,50,7,ffa500e8
4317925000,50,8,00d7fdcb
4317935000,50,9,fe9401f5
4317945000,50,10,00adfeda
4317955000,50,11,0049ffd2
4317965000,50,12,01260193
4317975000,50,13,fe3efed9
4317985000,50,14,008a001f
4317995000,50,15,00470024
4319875000,50,16,00210000
4319885000,50,17,fff9ffff
4319895000,50,18,ffd7ff91
4319905000,50,19,00490057
4319915000,50,20,ff70008d
4319925000,50,21,0051fe2b
4319935000,50,22,fffc024b
4319945000,50,23,fe0bff07
4319955000,50,24,023bfea6
4319965000,50,25,ff7b009d
4319975000,50,26,0099ffc3
4319985000,50,27,feb90173
4319995000,50,28,009cfe61
4320005000,50,29,ff870071
4320015000,50,30,00fc0035
4320025000,50,31,ff77ffaf
4321905000,51,0,ffacffeb
4321915000,51,1,00a0ff8b
4321925000,51,2,ff620057
4321935000,51,3,00c0ffd3
4321945000,51,4,ff81010e
4321955000,51,5,ffb3ff09
4321965000,51,6,ff52fe93
4321975000,51,7,019f01bf
4321985000,51,8,ff040019
4321995000,51,9,fe80ff31
4322005000,51,10,029200b9
4322015000,51,11,fe64ffcd
4322025000,51,12,00f3ff9e
4322035000,51,13,fff1006f
4322045000,51,14,ff9eff85
4322055000,51,15,00710095
4323935000,51,16,000dffe7
4323945000,51,17,001b007c
4323955000,51,18,ffbefed9
4323965000,51,19,00600139
4323975000,51,20,ff31001e
4323985000,51,21,0104fdb6
4323995000,51,22,ffc30346
4324005000,51,23,fdecfe39
4324015000,51,24,022d0063
4324025000,51,25,ff87ff0c
4324035000,51,26,ffba0137
4324045000,51,27,ffe0006f
4324055000,51,28,005dfe58
4324065000,51,29,ff7e011e
4324075000,51,30,00bd008a
4324085000,51,31,ff50ff63
4325965000,52,0,ffc0ffac
4325975000,52,1,005500a2
4325985000,52,2,0060ff5d
4325995000,52,3,ff2900a5
4326005000,52,4,0055ff75
4326015000,52,5,ff3f00c4
4326025000,52,6,010cfe5f
4326035000,52,7,ff220287
4326045000,52,8,00c4fdf6
4326055000,52,9,ffeb0036
4326065000,52,10,feea00bf
4326075000,52,11,01dbfe8f
4326085000,52,12,ff0301cd
4326095000,52,13,0079fee0
4326105000,52,14,ff9e0031
4326115000,52,15,00120039
4327995000,52,16,0039001e
4328005000,52,17,ffd5ffe3
4328015000,52,18,00530017
4328025000,52,19,ffcd0021
4328035000,52,20,ff5eff9c
4328045000,52,21,0171fe9e
4328055000,52,22,ff2601d4
4328065000,52,23,ffdcff90
4328075000,52,24,0149ff7e
4328085000,52,25,ffa7ffeb
4328095000,52,26,ff0d017d
4328105000,52,27,007fff09
4328115000,52,28,0004ffc4
4328125000,52,29,0063ffa0
4328135000,52,30,0006019c
4328145000,52,31,ffb8feda
4330025000,53,0,ffe7ffa4
4330035000,53,1,fff50023
4330045000,53,2,00260055
4330055000,53,3,fffdff6a
4330065000,53,4,ffd800bc
4330075000,53,5,ff34ffa8
4330085000,53,6,0071ff15
4330095000,53,7,008c004e
4330105000,53,8,ffdf00e4
4330115000,53,9,fe91ffcf
4330125000,53,10,014eff45
4330135000,53,11,00730084
4330145000,53,12,ff52ff9c
4330155000,53,13,014200ce
4330165000,53,14,fe7bff71
4330175000,53,15,00b8005c
4332055000,53,16,002c0016
4332065000,53,17,0006fffd
4332075000,53,18,ffa1ffc6
4332085000,53,19,0048ffbc
4332095000,53,20,ff5d009f
4332105000,53,21,021eff42
4332115000,53,22,fe470194
4332125000,53,23,ff35ff07
4332135000,53,24,0208ff4e
4332145000,53,25,fe3600f3
4332155000,53,26,015bff36
4332165000,53,27,ffa000dc
4332175000,53,28,00b7ff39
4332185000,53,29,ff560116
4332195000,53,30,00adffec
4332205000,53,31,ff7bffb1
4334085000,54,0,000bffc6
4334095000,54,1,fff3ffd8
4334105000,54,2,003200ac
4334115000,54,3,ff68ff0c
4334125000,54,4,0144004e
4334135000,54,5,fed70145
4334145000,54,6,ffb7fdbd
4334155000,54,7,0062006c
4334165000,54,8,fe3900e4
4334175000,54,9,02cfff3e
4334185000,54,10,fee8006c
4334195000,54,11,002400b4
4334205000,54,12,ff94ff38
4334215000,54,13,00ef0089
4334225000,54,14,ff63ff6b
4334235000,54,15,003a0080
4336115000,54,16,ffff004a
4336125000,54,17,0019ff6d
4336135000,54,18,004100a4
4336145000,54,19,feceffbb
4336155000,54,20,00d20097
4336165000,54,21,ffbfff6d
4336175000,54,22,ff49ff54
4336185000,54,23,00b300ef
4336195000,54,24,013ffeb2
4336205000,54,25,ff570123
4336215000,54,26,ffe1ffec
4336225000,54,27,ffaa0037
4336235000,54,28,0114ff39
4336245000,54,29,ff51008b
4336255000,54,30,00590090
4336265000,54,31,ff8dff47
4338145000,55,0,fff5ffb0
4338155000,55,1,ff96ffd2
4338165000,55,2,00e3002c
4338175000,55,3,ff8200ae
4338185000,55,4,fef70072
4338195000,55,5,00b8febe
4338205000,55,6,0033ff7f
4338215000,55,7,000a008c
4338225000,55,8,00db0146
4338235000,55,9,fe7afe9c
4338245000,55,10,007d00cc
4338255000,55,11,00b0febe
4338265000,55,12,00110100
4338275000,55,13,ff9cff9c
4338285000,55,14,ffd5ff81
4338295000,55,15,002000e0
4340175000,55,16,fffb003a
4340185000,55,17,001dfff7
4340195000,55,18,fff9ffcd
4340205000,55,19,00cf006f
4340215000,55,20,fe14ff71
4340225000,55,21,02d20090
4340235000,55,22,fddd0049
4340245000,55,23,ff70fef0
4340255000,55,24,02a70084
4340265000,55,25,fe83ffc7
4340275000,55,26,00a5009b
4340285000,55,27,ff45ffa5
4340295000,55,28,fff20079
4340305000,55,29,003aff32
4340315000,55,30,ffdd00d7
4340325000,55,31,0010ff1c
4342205000,56,0,ffe9ffe2
4342215000,56,1,0031fff0
4342225000,56,2,ff80ffed
4342235000,56,3,0062ffe8
4342245000,56,4,ff7cffe0
4342255000,56,5,011c000a
4342265000,56,6,ff87ffe7
4342275000,56,7,ff310147
4342285000,56,8,0005fffe
4342295000,56,9,015dfe42
4342305000,56,10,fdca02f7
4342315000,56,11,01b4fd30
4342325000,56,12,ff76006c
4342335000,56,13,004e003c
4342345000,56,14,00470021
4342355000,56,15,ffc90011
4344235000,56,16,0006fff4
4344245000,56,17,ffce002e
4344255000,56,18,0044002d
4344265000,56,19,ff78ff61
4344275000,56,20,002e00ae
4344285000,56,21,0088ff41
4344295000,56,22,008901cd
4344305000,56,23,fcc9ff25
4344315000,56,24,038efece
4344325000,56,25,fe7e015c
4344335000,56,26,ff98ffbf
4344345000,56,27,007600b1
4344355000,56,28,00a2ff68
4344365000,56,29,ff940085
4344375000,56,30,ff8fffff
4344385000,56,31,0069ffc9
4346265000,57,0,ffd9fffc
4346275000,57,1,0033ffce
4346285000,57,2,ffc1ffa9
4346295000,57,3,fffe0108
4346305000,57,4,ff97ff6e
4346315000,57,5,0160fff1
4346325000,57,6,fdcbfeb0
4346335000,57,7,0245018e
4346345000,57,8,ff6bff8c
4346355000,57,9,002d015a
4346365000,57,10,fea5ff79
4346375000,57,11,00b4fee0
4346385000,57,12,006500b2
4346395000,57,13,ff74ffd3
4346405000,57,14,002fffb6
4346415000,57,15,0035006e
4348295000,57,16,000cfffe
4348305000,57,17,0049ffeb
4348315000,57,18,ffdbfffd
4348325000,57,19,fff50080
4348335000,57,20,fef8ffe5
4348345000,57,21,0196ff13
4348355000,57,22,0009015a
4348365000,57,23,ff0700d3
4348375000,57,24,007efe3e
4348385000,57,25,fff5014f
4348395000,57,26,fec9ffd7
4348405000,57,27,00e9ff40
4348415000,57,28,0022006b
4348425000,57,29,ff140073
4348435000,57,30,0117ffbe
4348445000,57,31,ff3bffd5
4350325000,58,0,000e0041
4350335000,58,1,ffdfff81
4350345000,58,2,00c40098
4350355000,58,3,fe6dffea
4350365000,58,4,0194ff8a
4350375000,58,5,ff6b00a3
4350385000,58,6,ffeaff60
4350395000,58,7,ffe40098
4350405000,58,8,00a6ffd1
4350415000,58,9,fffbffb9
4350425000,58,10,ff9a00f2
4350435000,58,11,ff25ff50
4350445000,58,12,0118ff84
4350455000,58,13,ff8b004f
4350465000,58,14,0068001e
4350475000,58,15,ffaaffda
4352355000,58,16,000ffff6
4352365000,58,17,003fffe1
4352375000,58,18,ff91ffa5
